,grupo,segmento,familia,clase,producto
383,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101513] Ángulos de estaño']
384,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101514] Ángulos de plomo']
385,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101515] Ángulos de plástico']
386,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101516] Ángulos de caucho']
387,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102000] Hoja'],['[30101517] Ángulos de metales preciosos']
388,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101501] Ángulos de aleación ferrosa']
389,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101502] Ángulos de aleación no ferrosa']
390,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101503] Ángulos de hierro']
391,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101504] Ángulos de acero']
392,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101505] Ángulos de acero inoxidable']
393,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101506] Ángulos de aluminio']
394,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101507] Ángulos de magnesio']
395,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101508] Ángulos de titanio']
396,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101509] Ángulos de cobre']
397,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101510] Ángulos de latón']
398,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101511] Ángulos de bronce']
399,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101512] Ángulos de zinc']
400,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101513] Ángulos de estaño']
401,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101514] Ángulos de plomo']
402,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101515] Ángulos de plástico']
403,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101516] Ángulos de caucho']
404,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102200] Plancha'],['[30101517] Ángulos de metales preciosos']
405,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101501] Ángulos de aleación ferrosa']
406,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101502] Ángulos de aleación no ferrosa']
407,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101503] Ángulos de hierro']
408,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101504] Ángulos de acero']
409,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101505] Ángulos de acero inoxidable']
410,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101506] Ángulos de aluminio']
411,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101507] Ángulos de magnesio']
412,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101508] Ángulos de titanio']
413,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101509] Ángulos de cobre']
414,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101510] Ángulos de latón']
415,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101511] Ángulos de bronce']
416,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101512] Ángulos de zinc']
417,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101513] Ángulos de estaño']
418,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101514] Ángulos de plomo']
419,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101515] Ángulos de plástico']
420,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101516] Ángulos de caucho']
421,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102300] Perfiles'],['[30101517] Ángulos de metales preciosos']
422,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101501] Ángulos de aleación ferrosa']
423,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101502] Ángulos de aleación no ferrosa']
424,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101503] Ángulos de hierro']
425,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101504] Ángulos de acero']
426,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101505] Ángulos de acero inoxidable']
427,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101506] Ángulos de aluminio']
428,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101507] Ángulos de magnesio']
429,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101508] Ángulos de titanio']
430,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101509] Ángulos de cobre']
431,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101510] Ángulos de latón']
432,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101511] Ángulos de bronce']
433,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101512] Ángulos de zinc']
434,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101513] Ángulos de estaño']
435,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101514] Ángulos de plomo']
436,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101515] Ángulos de plástico']
437,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101516] Ángulos de caucho']
438,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102400] Varillas'],['[30101517] Ángulos de metales preciosos']
439,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101501] Ángulos de aleación ferrosa']
440,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101502] Ángulos de aleación no ferrosa']
441,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101503] Ángulos de hierro']
442,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101504] Ángulos de acero']
443,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101505] Ángulos de acero inoxidable']
444,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101506] Ángulos de aluminio']
445,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101507] Ángulos de magnesio']
446,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101508] Ángulos de titanio']
447,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101509] Ángulos de cobre']
448,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101510] Ángulos de latón']
449,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101511] Ángulos de bronce']
450,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101512] Ángulos de zinc']
451,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101513] Ángulos de estaño']
452,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101514] Ángulos de plomo']
453,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101515] Ángulos de plástico']
454,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101516] Ángulos de caucho']
455,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102800] Pilotaje'],['[30101517] Ángulos de metales preciosos']
456,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101501] Ángulos de aleación ferrosa']
457,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101502] Ángulos de aleación no ferrosa']
458,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101503] Ángulos de hierro']
459,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101504] Ángulos de acero']
460,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101505] Ángulos de acero inoxidable']
461,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101506] Ángulos de aluminio']
462,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101507] Ángulos de magnesio']
463,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101508] Ángulos de titanio']
464,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101509] Ángulos de cobre']
465,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101510] Ángulos de latón']
466,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101511] Ángulos de bronce']
467,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101512] Ángulos de zinc']
468,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101513] Ángulos de estaño']
469,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101514] Ángulos de plomo']
470,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101515] Ángulos de plástico']
471,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101516] Ángulos de caucho']
472,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30102900] Pilares'],['[30101517] Ángulos de metales preciosos']
473,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101501] Ángulos de aleación ferrosa']
474,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101502] Ángulos de aleación no ferrosa']
475,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101503] Ángulos de hierro']
476,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101504] Ángulos de acero']
477,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101505] Ángulos de acero inoxidable']
478,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101506] Ángulos de aluminio']
479,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101507] Ángulos de magnesio']
480,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101508] Ángulos de titanio']
481,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101509] Ángulos de cobre']
482,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101510] Ángulos de latón']
483,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101511] Ángulos de bronce']
484,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101512] Ángulos de zinc']
485,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101513] Ángulos de estaño']
486,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101514] Ángulos de plomo']
487,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101515] Ángulos de plástico']
488,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101516] Ángulos de caucho']
489,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103100] Rieles'],['[30101517] Ángulos de metales preciosos']
490,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101501] Ángulos de aleación ferrosa']
491,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101502] Ángulos de aleación no ferrosa']
492,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101503] Ángulos de hierro']
493,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101504] Ángulos de acero']
494,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101505] Ángulos de acero inoxidable']
495,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101506] Ángulos de aluminio']
496,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101507] Ángulos de magnesio']
497,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101508] Ángulos de titanio']
498,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101509] Ángulos de cobre']
499,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101510] Ángulos de latón']
500,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101511] Ángulos de bronce']
501,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101512] Ángulos de zinc']
502,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101513] Ángulos de estaño']
503,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101514] Ángulos de plomo']
504,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101515] Ángulos de plástico']
505,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101516] Ángulos de caucho']
506,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103200] Enrejado'],['[30101517] Ángulos de metales preciosos']
507,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103500] Alma de panal'],['[30101501] Ángulos de aleación ferrosa']
508,['[D] Componentes y Suministros'],"['[30000000] Componentes y Suministros para Estructuras, Edificación, Construcción y Obras Civiles']","['[30110000] Hormigón, cemento y yeso']",['[30103500] Alma de panal'],['[30101502] Ángulos de aleación no ferrosa']
